id,uname,cname,ucas,duration,qualification,entry,created_at,updated_at,universities_id,ucasletters_id,url
115,The University of Aberdeen,Medicine,A100,5 Years,MB,AAA Typical offerABB Typical offerAAAAB Typical offer,2016-08-03 20:25:58.148131,2016-08-03 20:25:58.148131,,,http://www.abdn.ac.uk/study/courses/undergraduate/medicine/medicine/
116,The University of Aberdeen,Mental Philosophy,V500,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.159820,2016-08-03 20:25:58.159820,,,http://www.abdn.ac.uk/study/courses/undergraduate/V500/
117,The University of Aberdeen,Microbiology,C500,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:58.170956,2016-08-03 20:25:58.170956,,,http://www.abdn.ac.uk/study/courses/undergraduate/C500/
118,The University of Aberdeen,Microbiology with Industrial Placement,C501,5 Years,MSci (Hons),ABB Typical offerAAB Typical offerAAAB Typical offer,2016-08-03 20:25:58.183353,2016-08-03 20:25:58.183353,,,http://www.abdn.ac.uk/study/courses/undergraduate/C501/
119,The University of Aberdeen,Modern Studies (PGDE - Graduates only),V9X1,1 Years,PGDE,,2016-08-03 20:25:58.196109,2016-08-03 20:25:58.196109,,,http://www.abdn.ac.uk/study/courses/postgraduate/taught/secondary
120,The University of Aberdeen,Music,W300,4 Years,BMus (Hons),BC Typical offerBBBB Typical offer,2016-08-03 20:25:58.209206,2016-08-03 20:25:58.209206,,,http://www.abdn.ac.uk/study/courses/undergraduate/W300/
121,The University of Aberdeen,Music and Communities,W390,4 Years,BMus (Hons),BC Typical offerBBBB Typical offer,2016-08-03 20:25:58.227034,2016-08-03 20:25:58.227034,,,http://www.abdn.ac.uk/study/courses/undergraduate/W390/
122,The University of Aberdeen,Music Education,XW13,4 Years,BMus (Hons),BC Typical offerBBBB Typical offer,2016-08-03 20:25:58.239322,2016-08-03 20:25:58.239322,,,http://www.abdn.ac.uk/study/courses/undergraduate/XW13/
123,The University of Aberdeen,Natural Philosophy,F301,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.251737,2016-08-03 20:25:58.251737,,,http://www.abdn.ac.uk/study/courses/undergraduate/F301/
124,The University of Aberdeen,Oil and Gas Chemistry,F110,5 Years,MChem (Hons),ABB Typical offerAAAB Typical offer,2016-08-03 20:25:58.263917,2016-08-03 20:25:58.263917,,,
125,The University of Aberdeen,Oil and Gas Chemistry,F111,4 Years,BSc,BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:58.276910,2016-08-03 20:25:58.276910,,,http://www.abdn.ac.uk/study/courses/undergraduate/F111/
126,The University of Aberdeen,Petroleum Engineering,H851,4 Years,BEng (Hons),BBB Typical offerABBB Typical offer,2016-08-03 20:25:58.290801,2016-08-03 20:25:58.290801,,,http://www.abdn.ac.uk/study/courses/undergraduate/H851/
127,The University of Aberdeen,Petroleum Engineering,H850,5 Years,MEng (Hons),ABB Typical offerAABB Typical offer,2016-08-03 20:25:58.303687,2016-08-03 20:25:58.303687,,,http://www.abdn.ac.uk/study/courses/undergraduate/H850/
128,The University of Aberdeen,Pharmacology,B210,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:58.318594,2016-08-03 20:25:58.318594,,,http://www.abdn.ac.uk/study/courses/undergraduate/B210/
129,The University of Aberdeen,Pharmacology with Industrial Placement,B211,5 Years,MSci (Hons),ABB Typical offerAAB Typical offerAAAB Typical offer,2016-08-03 20:25:58.332871,2016-08-03 20:25:58.332871,,,http://www.abdn.ac.uk/study/courses/undergraduate/B211/
130,The University of Aberdeen,Physical Sciences,F302,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:58.345467,2016-08-03 20:25:58.345467,,,http://www.abdn.ac.uk/study/courses/undergraduate/F302/
131,The University of Aberdeen,Physics,F300,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:58.359061,2016-08-03 20:25:58.359061,,,http://www.abdn.ac.uk/study/courses/undergraduate/F300/
132,The University of Aberdeen,Physics with Science (PGDE - Graduates only),F3X1,1 Years,PGDE,,2016-08-03 20:25:58.371364,2016-08-03 20:25:58.371364,,,http://www.abdn.ac.uk/study/courses/postgraduate/taught/secondary/
133,The University of Aberdeen,Physiology,B120,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:58.384333,2016-08-03 20:25:58.384333,,,http://www.abdn.ac.uk/study/courses/undergraduate/B120/
134,The University of Aberdeen,Physiology with Industrial Placement,B121,5 Years,MSci (Hons),ABB Typical offerAAB Typical offerAAAB Typical offer,2016-08-03 20:25:58.398456,2016-08-03 20:25:58.398456,,,http://www.abdn.ac.uk/study/courses/undergraduate/B121/
135,The University of Aberdeen,Primary (PGDE - Graduates only),X100,1 Years,PGDE,,2016-08-03 20:25:58.412382,2016-08-03 20:25:58.412382,,,http://www.abdn.ac.uk/study/courses/postgraduate/taught/primary
136,The University of Aberdeen,Primary Education,X120,4 Years,MA (Hons),BBB Typical offerABBB Typical offer,2016-08-03 20:25:58.427358,2016-08-03 20:25:58.427358,,,http://www.abdn.ac.uk/study/courses/undergraduate/X120/
137,The University of Aberdeen,Primary for Gaelic Speakers (Graduates only),X102,1 Years,PGDE,,2016-08-03 20:25:58.442815,2016-08-03 20:25:58.442815,,,http://www.abdn.ac.uk/study/courses/postgraduate/taught/primary/
138,The University of Aberdeen,Psychology,C800,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:58.456288,2016-08-03 20:25:58.456288,,,http://www.abdn.ac.uk/study/courses/undergraduate/C800/
139,The University of Aberdeen,Psychology,C802,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.471635,2016-08-03 20:25:58.471635,,,http://www.abdn.ac.uk/study/courses/undergraduate/C802/
140,The University of Aberdeen,Real Estate,K437,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.484862,2016-08-03 20:25:58.484862,,,http://www.abdn.ac.uk/study/courses/undergraduate/K437/
141,The University of Aberdeen,Religious Education (PGDE - Graduates only),V6X1,1 Years,PGDE,,2016-08-03 20:25:58.498648,2016-08-03 20:25:58.498648,,,http://www.abdn.ac.uk/study/courses/postgraduate/taught/secondary
142,The University of Aberdeen,Scottish Studies,V210,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.512213,2016-08-03 20:25:58.512213,,,http://www.abdn.ac.uk/study/courses/undergraduate/V210/
143,The University of Aberdeen,Sociology,L300,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.527426,2016-08-03 20:25:58.527426,,,http://www.abdn.ac.uk/study/courses/undergraduate/L300/
144,The University of Aberdeen,Sports and Exercise Science,C600,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:58.542842,2016-08-03 20:25:58.542842,,,http://www.abdn.ac.uk/study/courses/undergraduate/C600/
145,The University of Aberdeen,Sports and Exercise Science with Industrial Placement,C602,5 Years,MSci (Hons),ABB Typical offerAAB Typical offerAAAB Typical offer,2016-08-03 20:25:58.555403,2016-08-03 20:25:58.555403,,,http://www.abdn.ac.uk/study/courses/undergraduate/C602/
146,The University of Aberdeen,Theology,V612,4 Years,BTh (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.567881,2016-08-03 20:25:58.567881,,,http://www.abdn.ac.uk/study/courses/undergraduate/V612/
147,The University of Aberdeen,Theology and Religious Studies,V605,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.580034,2016-08-03 20:25:58.580034,,,http://www.abdn.ac.uk/study/courses/undergraduate/V605/
148,The University of Aberdeen,Zoology,C300,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:58.592066,2016-08-03 20:25:58.592066,,,http://www.abdn.ac.uk/study/courses/undergraduate/C300/
149,The University of Aberdeen,Accountancy and Business Management,NN24,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.604829,2016-08-03 20:25:58.604829,,,http://www.abdn.ac.uk/study/courses/undergraduate/NN24/
150,The University of Aberdeen,Accountancy and Economics,NL41,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.619967,2016-08-03 20:25:58.619967,,,http://www.abdn.ac.uk/study/courses/undergraduate/NL41/
151,The University of Aberdeen,Accountancy and Finance,NN34,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.635144,2016-08-03 20:25:58.635144,,,http://www.abdn.ac.uk/study/courses/undergraduate/NN34/
152,The University of Aberdeen,Accountancy and French,NR41,5 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.648863,2016-08-03 20:25:58.648863,,,http://www.abdn.ac.uk/study/courses/undergraduate/NR41/
153,The University of Aberdeen,Accountancy and German,NR42,5 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.660567,2016-08-03 20:25:58.660567,,,http://www.abdn.ac.uk/study/courses/undergraduate/NR42/
154,The University of Aberdeen,Accountancy and Hispanic Studies,NR44,5 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.672760,2016-08-03 20:25:58.672760,,,http://www.abdn.ac.uk/study/courses/undergraduate/NR44/
155,The University of Aberdeen,Accountancy and Legal Studies,NM49,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.684425,2016-08-03 20:25:58.684425,,,http://www.abdn.ac.uk/study/courses/undergraduate/NM49/
156,The University of Aberdeen,Anthropology and Archaeology,LF64,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.696631,2016-08-03 20:25:58.696631,,,http://www.abdn.ac.uk/study/courses/undergraduate/LF64/
157,The University of Aberdeen,Anthropology and Celtic & Anglo Saxon Studies,52QL,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.711315,2016-08-03 20:25:58.711315,,,http://www.abdn.ac.uk/study/courses/undergraduaterts/celtic_anglo/
158,The University of Aberdeen,Anthropology and English,LQ63,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.723108,2016-08-03 20:25:58.723108,,,http://www.abdn.ac.uk/study/courses/undergraduate/LQ63/
159,The University of Aberdeen,Anthropology and Film & Visual Culture,LW66,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.735021,2016-08-03 20:25:58.735021,,,http://www.abdn.ac.uk/study/courses/undergraduate/LW66/
160,The University of Aberdeen,Anthropology and French,RL16,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.747436,2016-08-03 20:25:58.747436,,,http://www.abdn.ac.uk/study/courses/undergraduate/RL16/
161,The University of Aberdeen,Anthropology and French,LR61,5 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.760182,2016-08-03 20:25:58.760182,,,http://www.abdn.ac.uk/study/courses/undergraduate/LR61/
162,The University of Aberdeen,Anthropology and Gaelic Studies,LQ65,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.774692,2016-08-03 20:25:58.774692,,,http://www.abdn.ac.uk/study/courses/undergraduate/LQ65/
163,The University of Aberdeen,Anthropology and Geography,LL67,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.786295,2016-08-03 20:25:58.786295,,,http://www.abdn.ac.uk/study/courses/undergraduate/LL67/
164,The University of Aberdeen,Anthropology and German,RL26,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.798424,2016-08-03 20:25:58.798424,,,http://www.abdn.ac.uk/study/courses/undergraduate/RL26/
165,The University of Aberdeen,Anthropology and German,LR62,5 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.810735,2016-08-03 20:25:58.810735,,,http://www.abdn.ac.uk/study/courses/undergraduate/LR62/
166,The University of Aberdeen,Anthropology and Hispanic Studies,RL46,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.824160,2016-08-03 20:25:58.824160,,,http://www.abdn.ac.uk/study/courses/undergraduate/RL46/
167,The University of Aberdeen,Anthropology and Hispanic Studies (5 years),LR64,5 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.839764,2016-08-03 20:25:58.839764,,,http://www.abdn.ac.uk/study/courses/undergraduate/LR64/
168,The University of Aberdeen,Anthropology and History,LV61,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.851921,2016-08-03 20:25:58.851921,,,http://www.abdn.ac.uk/study/courses/undergraduate/LV61/
169,The University of Aberdeen,Anthropology and International Relations,LLP2,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.864432,2016-08-03 20:25:58.864432,,,http://www.abdn.ac.uk/study/courses/undergraduate/LLP2/
170,The University of Aberdeen,Anthropology and Philosophy,LV65,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.876296,2016-08-03 20:25:58.876296,,,http://www.abdn.ac.uk/study/courses/undergraduate/LV65/
171,The University of Aberdeen,Anthropology and Politics,LL62,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.888347,2016-08-03 20:25:58.888347,,,http://www.abdn.ac.uk/study/courses/undergraduate/LL62/
172,The University of Aberdeen,Anthropology and Psychology,LC68,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.900832,2016-08-03 20:25:58.900832,,,http://www.abdn.ac.uk/study/courses/undergraduate/LC68/
173,The University of Aberdeen,Anthropology and Sociology,LL63,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.914734,2016-08-03 20:25:58.914734,,,http://www.abdn.ac.uk/study/courses/undergraduate/LL63/
174,The University of Aberdeen,Anthropology and Theology & Religious Studies,LV66,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.927574,2016-08-03 20:25:58.927574,,,http://www.abdn.ac.uk/study/courses/undergraduate/LV66/
175,The University of Aberdeen,Archaeology and Celtic & Anglo Saxon Studies,5V6Q,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.940185,2016-08-03 20:25:58.940185,,,http://www.abdn.ac.uk/study/courses/undergraduaterts/celtic_anglo/
176,The University of Aberdeen,Archaeology and History,FV41,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.954590,2016-08-03 20:25:58.954590,,,http://www.abdn.ac.uk/study/courses/undergraduate/FV41/
177,The University of Aberdeen,Archaeology and History of Art,FV43,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.967477,2016-08-03 20:25:58.967477,,,http://www.abdn.ac.uk/study/courses/undergraduate/FV43/
178,The University of Aberdeen,Behavioural Studies and Philosophy,CV15,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.981046,2016-08-03 20:25:58.981046,,,http://www.abdn.ac.uk/study/courses/undergraduate/CV15/
179,The University of Aberdeen,Behavioural Studies and Sociology,CL13,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:58.992235,2016-08-03 20:25:58.992235,,,http://www.abdn.ac.uk/study/courses/undergraduate/CL13/
180,The University of Aberdeen,Behavioural Studies with French,C1R1,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.006749,2016-08-03 20:25:59.006749,,,http://www.abdn.ac.uk/study/courses/undergraduate/C1R1/
181,The University of Aberdeen,Behavioural Studies with French,CCR1,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:59.037495,2016-08-03 20:25:59.037495,,,http://www.abdn.ac.uk/study/courses/undergraduate/CCR1/
182,The University of Aberdeen,Behavioural Studies with Gaelic,C1Q5,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:59.051415,2016-08-03 20:25:59.051415,,,http://www.abdn.ac.uk/study/courses/undergraduate/C1Q5/
183,The University of Aberdeen,Behavioural Studies with Gaelic,CCQ5,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.064912,2016-08-03 20:25:59.064912,,,http://www.abdn.ac.uk/study/courses/undergraduate/CCQ5/
184,The University of Aberdeen,Behavioural Studies with German,CCR2,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.079642,2016-08-03 20:25:59.079642,,,http://www.abdn.ac.uk/study/courses/undergraduate/CCR2/
185,The University of Aberdeen,Behavioural Studies with German,C1R2,4 Years,BSc (Hons),BBB - ABB Typical offerABB Typical offerAABB Typical offer,2016-08-03 20:25:59.094353,2016-08-03 20:25:59.094353,,,http://www.abdn.ac.uk/study/courses/undergraduate/C1R2/
186,The University of Aberdeen,Business Management and Economics,LNC2,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.106516,2016-08-03 20:25:59.106516,,,http://www.abdn.ac.uk/study/courses/undergraduate/LNC2/
187,The University of Aberdeen,Business Management and English,QN32,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.124616,2016-08-03 20:25:59.124616,,,http://www.abdn.ac.uk/study/courses/undergraduate/QN32/
188,The University of Aberdeen,Business Management and Finance,NN32,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.136733,2016-08-03 20:25:59.136733,,,http://www.abdn.ac.uk/study/courses/undergraduate/NN32/
189,The University of Aberdeen,Business Management and French,RN12,5 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.148292,2016-08-03 20:25:59.148292,,,http://www.abdn.ac.uk/study/courses/undergraduate/RN12/
190,The University of Aberdeen,Business Management and French (4 years),NR21,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.160376,2016-08-03 20:25:59.160376,,,http://www.abdn.ac.uk/study/courses/undergraduate/NR21/
191,The University of Aberdeen,Business Management and Gaelic Studies,QN52,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.172318,2016-08-03 20:25:59.172318,,,http://www.abdn.ac.uk/study/courses/undergraduate/QN52/
192,The University of Aberdeen,Business Management and Geography,LN72,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:25:59.184483,2016-08-03 20:25:59.184483,,,http://www.abdn.ac.uk/study/courses/undergraduate/LN72/
